sentence_id,text,token,ner_tag
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",a,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",positive,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",PCR,B-TEST
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",test,I-TEST
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",for,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",COVID-19,B-CONDITION
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",and,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",advised,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",the,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",patient,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",to,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",undergo,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",a,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",chest,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",X-ray,B-TEST
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",and,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",take,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",oxygen,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",therapy,B-PROCEDURE
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",for,O
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",5,B-DOSAGE
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",days,I-DOSAGE
2,"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.",.,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",During,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",the,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",cardiac,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",arrest,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",emergency,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",",",O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",the,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",doctors,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",administered,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",1mg,B-DOSAGE
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",adrenaline,B-MEDICATION
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",IV,B-PROCEDURE
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",followed,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",by,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",an,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",immediate,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",ECG,I-TEST
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",",",O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",X-ray,B-TEST
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",",",O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",and,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",Blood,B-TEST
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",Test,I-TEST
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",to,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",diagnose,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",the,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",cause,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",of,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",Cardiac,B-CONDITION
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",Arrhythmia,I-CONDITION
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",and,O
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",Hypotension,B-CONDITION
3," During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.",.,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",Patient,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।","को, ",O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",तेज़,B-SYMPTOM
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",सिर,B-SYMPTOM
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",दर्द,I-SYMPTOM
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",",",O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",जिसके,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",बाद,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",डॉक्टर,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",ने,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",मल्टीपल,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",स्क्लेरोसिस,B-CONDITION
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",का,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",निदान,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",किया,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",और,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",20,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",mg,B-DOSAGE
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",ऑफिन,O
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",B,B-MEDICATION
4,"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।",10,O
